Domain,Classification,Company Name,Company Website
sizzling.com,Webmail,Mail & Media,mail.com
snakebite.com,Webmail,Mail & Media,mail.com
sociologist.com,Webmail,Mail & Media,mail.com
songwriter.net,Webmail,Mail & Media,mail.com
soon.com,Webmail,Mail & Media,mail.com
spainmail.com,Webmail,Mail & Media,mail.com
boardermail.com,Webmail,Mail & Media Inc,mail.com
heesun.net,Webmail,Mail & Media Inc,mail.com
linuxmail.org,Webmail,Mail & Media Inc,mail.com
email2me.com,Webmail,Mail & Media,mail.com
louiskoo.com,Webmail,Mail & Media,mail.com
lovecat.com,Webmail,Mail & Media,mail.com
doramail.com,Webmail,mail.com,mail.com
leehom.net,Webmail,Mail.com,mail.com
leonlai.net,Webmail,Mail.com,mail.com
movemail.com,Webmail,Mail.com,mail.com
mail.de,Webmail,mail.de,mail.de
mail.gr,Webmail,Mail.gr,mail.gr
mail.ie,Webmail,Mail.ie,mail.ie
mail.lv,Webmail,Mail.lv,mail.lv
eudoramail.com,Webmail,LYCOS,mail.lycos.com
mail.md,Webmail,Mail.md,mail.md
mail.net.sa,Webmail,Mail.net.sa,mail.net.sa
mail.pt,Webmail,Mail.pt,mail.pt
land.ru,Disposable,Mail Qip,mail.qip.ru
hotbox.ru,Webmail,QIP,mail.qip.ru
pisem.net,Webmail,QIP.ru,mail.qip.ru
newmail.ru,Webmail,,mail.qip.ru
mail.ru,Webmail,Mail.Ru,mail.ru
mail.ua,Webmail,Mail.Ru,mail.ru
mailru.com,Webmail,Mail.Ru,mail.ru
bk.ru,Webmail,Mail.Ru Group,mail.ru
inbox.ru,Webmail,Mail.Ru Group,mail.ru
vip.sina.com,Webmail,SINA Corporation,mail.sina.com.cn
tangolive.tango.lu,Webmail,Tango Mail,mail.tango.lu
tlen.pl,Webmail,Grupa Wirtualna Polska,mail.tlen.pl
mail2world.com,Webmail,Mail2World,mail2world.com
mailbell.com,Webmail,M@ilBell,mailbell.com
mailbox.co.za,Webmail,Webmail International,mailbox.co.za
mailbox.hu,Webmail,Mailbox.hu,mailbox.hu
mailcatch.com,Disposable,MailCatch,mailcatch.com
mailcircuit.com,Webmail,MailCircuit,mailcircuit.com
maildrop.cc,Webmail,MailDrop,maildrop.cc
binkmail.com,Disposable,Mailinator,mailinator.com
mailinator.com,Disposable,Mailinator,mailinator.com
monumentmail.com,Disposable,Mailinator,mailinator.com
safetymail.info,Disposable,Mailinator,mailinator.com
mailtothis.com,Disposable,Mailinator,mailinator.com
reconmail.com,Disposable,ManyBrain,mailinator.com
mailingweb.com,Webmail,MailingWeb,mailingweb.com
mailme.dk,Webmail,MailMe.dk,mailme.dk
mailnesia.com,Disposable,Mailnesia,mailnesia.com
mailnull.com,Webmail,MailNull,mailnull.com
mailpanda.com,Webmail,MailPanda,mailpanda.com
mailsnare.net,Webmail,MailSP,mailsnare.net
mailvault.com,Webmail,,mailvault.com
maine.edu,Education,University of Maine System,maine.edu
yahoo.com.my,Webmail,Yahoo,malaysia.yahoo.com
manlymail.net,Paid,VFEmail,manlymail.net
manx.net,ISP,Manx Telecom Trading Ltd,manx.net
masters.edu,Education,The Master's College,masters.edu
webmail.matrix.com.br,ISP,Matrix,matrix.com.br
mauimail.com,Webmail,MauiMail.com,mauimail.com
maynard.nesc.k12.ar.us,Education,Maynard School District,maynard.nesc.k12.ar.us
nuim.ie,Education,Maynooth University,maynoothuniversity.ie
student.mcckc.edu,Education,Metropolitan Community College,mcckc.edu
mcmaster.ca,Education,McMaster University,mcmaster.ca
mcn.org,ISP,Mendocino Community Network,mcn.org
mctc.edu,Education,Mountwest Community & Technical College,mctc.edu
mdc.edu,Education,Miami Dade College,mdc.edu
mymdc.net,Education,Miami Dade College,mdc.edu
mebwail.bur.st,Webmail,Bur.st Webmail,mebwail.bur.st
bigpond.com,ISP,Telstra Media,media.telstra.com.au
mchsi.com,ISP,Mediacom Communications Corporation,mediacomcable.com
mediacombb.net,ISP,Mediacom Communications Corporation,mediacomtoday.com
webmail.covad.net,ISP,MegaPath Corporation,megapath.com
meltmail.com,Disposable,Melt Mail,meltmail.com
menara.ma,Webmail,Menara.ma,menara.ma
merrimack.edu,Education,Merrimack,merrimack.edu
merseymail.com,Webmail,Mersey Mail,merseymail.com
mesra.net,Webmail,Multi System Resources And Network Sdn. Bhd.,mesra.net
metrocast.net,Webmail,MetroCast,metrocast.net
metrostate.edu,Education,Metropolitan State University,metrostate.edu
mfsa.ru,Disposable,Mail To Spam,mfsa.ru
bulldogs.mgccc.edu,Education,Mississippi Gulf Coast Community College,mgccc.edu
miamioh.edu,Education,Miami University,miamioh.edu
muohio.edu,Education,Miami University,miamioh.edu
micro2media.com,Webmail,Micro2media.com,micro2media.com
sendmail.cz,Webmail,Microsoft,microsoft.com
mighty.co.za,Webmail,Mighty Mail,mighty.co.za
mills.edu,Education,Mills College,mills.edu
minutemails.com,Fake,,minutemails.com
missouri.edu,Education,University of Missouri,missouri.edu
mitsumoto.com,Paid,Mitsumoto.com,mitsumoto.com
mobileemail.vodafonesa.co.za,ISP,BlackBerry Limited,mobileemail.vodafonesa.co.za
modemnet.net,Webmail,modemnet Technologies,modemnet.net
monash.edu,Education,Monash University,monash.edu
student.monroecc.edu,Education,Monroe Community College,monroecc.edu
montclair.edu,Education,Montclair State University,montclair.edu
montessori.qld.edu.au,Education,Montessori International College,montessori.qld.edu.au
dada.net,ISP,Motime,motime.com
students.mq.edu.au,Education,Macquarie University,mq.edu.au
afropoets.com,Webmail,Mr. Africa,mrafrica.org
msn.co.uk,Webmail,Microsoft,msn.com
msstate.edu,Education,Mississippi State University,msstate.edu
mst.edu,Education,Missouri University of Science and Technology,mst.edu
msu.edu,Education,Michigan State University,msu.edu
student.mtaloy.edu,Education,Mount Aloysius College,mtaloy.edu
mtholyoke.edu,Education,Mount Holyoke College,mtholyoke.edu
mtn.co.za,ISP,Mobile Telephone Networks,mtn.co.za
mtu.edu,Education,Michigan Technological University,mtu.edu
muchomail.com,Webmail,MuchoMail,muchomail.com
webmail.murdoch.edu.au,Education,Murdoch University,murdoch.edu.au
mustangs.com,Webmail,Mustangs.com,mustangs.com
mvtvwireless.com,ISP,MVTV Wireless,mvtvwireless.com
yahoo.com.mx,Webmail,Yahoo,mx.yahoo.com
my.bcit.ca,Education,SunGard Higher Education,my.bcit.ca
u.boisestate.edu,Education,Boise State University,my.boisestate.edu
my.com,Webmail,My.com,my.com
connect.com.fj,ISP,Connect Fiji Limited,my.connect.com.fj
my.csun.edu,Education,"California State University, Northridge",my.csun.edu
alumni.nd.edu,Education,University of Notre Dame,my.nd.edu
alwaysgrilling.com,Webmail,AOL,my.screenname.aol.com
alwaysinthekitchen.com,Webmail,AOL,my.screenname.aol.com
alwayswatchingmovies.com,Webmail,AOL,my.screenname.aol.com
alwayswatchingtv.com,Webmail,AOL,my.screenname.aol.com
chat-with-me.com,Webmail,AOL,my.screenname.aol.com
cheatasrule.com,Webmail,AOL,my.screenname.aol.com
hail2theskins.com,Webmail,AOL,my.screenname.aol.com
motor-nut.com,Webmail,AOL,my.screenname.aol.com
moviefan.com,Webmail,AOL,my.screenname.aol.com
thegamefanatic.com,Webmail,AOL,my.screenname.aol.com
totalfoodnut.com,Webmail,AOL,my.screenname.aol.com
totally-into-cooking.com,Webmail,AOL,my.screenname.aol.com
totallyintobaseball.com,Webmail,AOL,my.screenname.aol.com
totallyintobasketball.com,Webmail,AOL,my.screenname.aol.com
totallyintocooking.com,Webmail,AOL,my.screenname.aol.com
totallyintofootball.com,Webmail,AOL,my.screenname.aol.com
totallyintogolf.com,Webmail,AOL,my.screenname.aol.com
totallyintohockey.com,Webmail,AOL,my.screenname.aol.com
totallyintomusic.com,Webmail,AOL,my.screenname.aol.com
totallyintoreading.com,Webmail,AOL,my.screenname.aol.com
totallyintotravel.com,Webmail,AOL,my.screenname.aol.com
totalmoviefan.com,Webmail,AOL,my.screenname.aol.com
travel2newplaces.com,Webmail,AOL,my.screenname.aol.com
tvchannelsurfer.com,Webmail,AOL,my.screenname.aol.com
my10minutemail.com,Disposable,My10MinuteMail.com,my10minutemail.com
surewest.net,Webmail,MyCCI,mycci.net
ccpsnet.net,Education,Chesterfield County Public Schools,mychesterfieldschools.com
mail.co.za,ISP,Mycomax,mycomax.com
mail.tj,ISP,CompuWorld,mycompuworld.net
mydomain.com,Paid,MyDomain,mydomain.com
mygrande.net,ISP,Grande Communications Networks,mygrande.net
mykolab.com,Webmail,Kolab Systems,mykolab.com
mynet.com,Webmail,MYNET Inc,mynet.com
mysg.8m.com,Webmail,Logic88.com,mysg.8m.com
myspace.com,Webmail,Myspace,myspace.com
myt.mu,ISP,Mauritius Telecom,myt.orange.mu
telus.net,ISP,Telus,mytelus.telus.com
webmail.telus.net,ISP,TELUS Communications Company,mytelus.telus.com
myway.com,Webmail,"Mindspark Interactive Network,",myway.com
nativeweb.net,Webmail,NativeWeb,nativeweb.net
nccu.edu.tw,Education,NCCU webmail,nccu.edu.tw
ncmich.edu,Education,North Central Michigan College,ncmich.edu
student.ncmich.edu,Education,North Central Michigan College,ncmich.edu
ncsu.edu,Education,NC State University,ncsu.edu
nebrwesleyan.edu,Education,Nebraska Wesleyan University,nebrwesleyan.edu
poczta.neo.pl,Webmail,neo.pl,neo.pl
netaddress.usa.net,Webmail,Net@ddress,netaddress.com
netalfa.net,ISP,Netalfa ISP Portal,netalfa.net
francemel.fr,Webmail,Net-C,netcourrier.com
netcourrier.com,Webmail,Net-C,netcourrier.com
netins.net,Webmail,The INS Family of Companies,netins.net
netmymail.com,Webmail,NetMyMail.com,netmymail.com
emailplanet.com,ISP,NetNames,netnames.fr
netpiper.com,Webmail,Netpiper.com,netpiper.com
netvigator.com,ISP,Hong Kong Telecommunications,netvigator.com
mail.hitthebeach.com,Webmail,Network Solutions,networksolutions.com
netzero.net,ISP,NetZero,netzero.net
uon.edu.au,Education,The University of Newcastle,newcastle.edu.au
mpx.com.au,Webmail,Singtel Optus Pty Limited,news.optuszoo.com.au
optusnet.com,ISP,Singtel Optus Pty Ltd,news.optuszoo.com.au
uci.edu,Education,UCI,news.uci.edu
nexicom.net,ISP,Nexicom,nexicom.net
ngamail.net,Webmail,NexGenAccess,ngamail.net
nightmail.ru,Webmail,,nightmail.ru
netnitco.net,ISP,NITCO,nitco.com
njit.edu,Education,New Jersey Institute of Technology,njit.edu
nmsu.edu,Education,New Mexico State University,nmsu.edu
nokiamail.com,Webmail,Nokia Mail,nokiamail.com
nom-prenom.com,Webmail,nom-prenom.com,nom-prenom.com
nonomail.com,Webmail,NoNoMail,nonomail.com
husky.neu.edu,Education,Northeastern University,northeastern.edu
webmail.clix.pt,ISP,NOS / ZON Optimus,nos.pt
webmail.netcabo.pt,ISP,NOS / ZON Optimus,nos.pt
webmail.oninet.pt,ISP,NOS / ZON Optimus,nos.pt
webmail.kpnqwest.pt,ISP,Novis,novis.pt
webmail.novis.pt,ISP,Novis,novis.pt
nowmail.co.nz,Webmail,NOW Webmail,nowmail.co.nz
nowmymail.com,Disposable,NowMyMail,nowmymail.com
mail.az,Webmail,Network Technologies,nt.az
mail.goo.ne.jp,Webmail,NTT Resonant Inc,nttr.co.jp
pmail.ntu.edu.sg,Education,Nanyang Technological University,ntu.edu.sg
nu.edu.pk,Education,National University of Computer & Emerging Sciences,nu.edu.pk
webmail.numericable.fr,ISP,Numericable Group SA,numericable.fr
nus.edu.sg,Education,National University of Singapore,nus.edu.sg
nvc.net,ISP,NVC,nvc.net
nwi.net,ISP,LocalTel Communications,nwi.net
nyu.edu,Education,New york University,nyu.edu
xtra.co.nz,Webmail,Yahoo,nz.yahoo.com
xtramail.xtra.co.nz,Webmail,Yahoo,nz.yahoo.com
nz11.com,Webmail,NZ11.com,nz11.com
poczta04.o2.pl,Webmail,Poczta o2,o2.pl
o2.pl,Webmail,Virtual Group Poland,o2.pl
quick.cz,Webmail,O2 Active,o2active.cz
oakland.edu,Education,Oakland University,oakland.edu
oceanschools.org,Education,Township of Ocean School District,oceanschools.org
ocsnet.net,Webmail,OACYS.COM,ocsnet.net
odu.edu,Education,Old Dominion University,odu.edu
offcolormail.com,Webmail,Off Color Mail,offcolormail.com
webmail.valvision.fr,ISP,NC Numericable,offres.numericable.fr
ohio.edu,Education,Ohio University,ohio.edu
webmail.oi.com.br,ISP,Oi,oi.com.br
ojooo.com,Webmail,Ojooo Webmail,ojooo.com
olemiss.edu,Education,University of Mississippi,olemiss.edu
olympist.net,Webmail,amele.co,olympist.net
onet.pl,Webmail,Group Onet SA,onet.pl
webmail.oni.pt,ISP,Oni Telecom,oni.pt
online.nl,ISP,Online.nl,online.nl
oopsmail.com,Webmail,Oopsmail,oopsmail.com
opayq.com,Disposable,"Abine,",opayq.com
mail.by,Webmail,Open Contact,open.by
open.by,Webmail,Open.by,open.by
openmail.cc,Webmail,OpenMail.cc,openmail.cc
openmailbox.org,Webmail,OpenMailBox,openmailbox.org
myopera.com,Webmail,OPERA SOFTWARE ASA,opera.com
optimum.com,ISP,CSC Holdings.,optimum.com
fsmail.net,ISP,Orange,orange.co.uk
orange.com,ISP,Orange,orange.com
eresmas.com,ISP,Orange,orange.es
ya.com,ISP,Orange España,orange.es
messagingsuite.orange.fr,ISP,Orange,orange.fr
orange.fr,ISP,Orange,orange.fr
webmail.wanadoo.fr,Webmail,Orange,orange.fr
webmail1g.orange.fr,Webmail,Orange,orange.fr
webmail.orange.fr,ISP,Orange France,orange.fr
webmail.neostrada.pl,ISP,Orange Polish,orange.pl
orbitel.bg,ISP,Orbitel,orbitel.bg
orcon.net.nz,ISP,Orcon,orcon.net.nz
webmail.orolix.com.br,ISP,Orolix,orolix.com.br
infomart.or.jp,ISP,Osaka Chamber of Commerce and Industry,osaka.cci.or.jp
osite.com.br,ISP,Telium Networks,osite.com.br
osu.edu,Education,The Ohio State University,osu.edu
hptmail.co.uk,Webmail,Microsoft,outlook.com
60gp.ovh.net,Paid,OVH,ovh.co.uk
webmail.ovh.net,Webmail,OVH.com,ovh.com
pandawa.com,ISP,,pandawa.com
ttmail.com,ISP,TTNET A.Ş.,panel.ttnetwebim.com
mail-awu.de,Paid,Parallels IP Holdings,parallels.com
mailmij.nl,Paid,Parallels IP Holdings,parallels.com
parsimail.com,Webmail,ParsiMail,parsimail-1790197.mail.everyone.net
pattayacitythailand.com,ISP,Pattaya City Thailand,pattayacitythailand.com
mymail.de,Webmail,PC-studio GmbH,pc-studio.com
pcc.edu,Education,Portland Community College,pcc.edu
pdx.edu,Education,Portland State University,pdx.edu
flashmail.com,Webmail,PEAK Internet,peakinternet.com
webmail.pedacinhoweb.com.br,Education,The Little Piece of Heaven Schools,pedacinhoweb.com.br
peoplepc.com,ISP,PeoplePC,peoplepc.com
peru.com,Webmail,Peru.com,peru.com
mycampus.phoenix.edu,Education,University of Phoenix,phoenix.edu
phreaker.net,Webmail,Phreaker.net,phreaker.net
pilu.com,Education,PILU,pilu.com
pinoymail.com,Webmail,Pinoymail,pinoymail.com
pipeline.sbcc.edu,Education,Santa Barbara City College Pipeline,pipeline.sbcc.edu
students.pittschools.org,Education,Pitt County Schools,pitt.k12.nc.us
plus.net,ISP,Plusnet,plus.net
pnc.edu,Education,Purdue North Central,pnc.edu
pnetmail.co.za,Webmail,pnetmail,pnetmail.co.za
pobox.sk,Webmail,Pobox.sk,pobox.centrum.sk
pobox.com,Paid,Pobox Lifetime Email,pobox.com
pobox.ru,Fake,,pobox.ru
poczta.gazeta.pl,Webmail,Poczta - Gazeta.pl,poczta.gazeta.pl
poczta.fm,Webmail,Poczta,poczta.interia.pl
pointloma.edu,Education,Point Loma Nazarene University,pointloma.edu
pokemates.com,Webmail,PokeMates,pokemates.com
polimi.it,Education,Polytechnic University of Milan,polimi.it
webmail.polytech-lille.fr,Education,Polytech Lille,polytech-lille.fr
pop.com.br,Webmail,POP - O Portal,pop.com.br
portugalmail.com,Webmail,Portugalmail,portugalmail.com
webmail.pt.lu,ISP,POST Luxembourg,post.lu
posta.ge,Paid,Posta.ge,posta.ge
postiloota.net,Webmail,Postiloota,postiloota.net
postino.ch,Webmail,Postino.ch,postino.ch
postmaster.co.uk,Paid,Postmaster,postmaster.co.uk
canada.com,Paid,Postmedia Network Inc,postmedia.com
powdermail.com,Webmail,PowderMail,powdermail.com
praize.com,Webmail,Praize.com,praize.com
webmail.pregadoresdotelhado.org.br,Webmail,Ministry Preachers Roff,pregadoresdotelhado.org.br
webmail.pressa.com.br,ISP,Rushing Networks,pressa.com.br
primetap.com,ISP,PrimeTap,primetap.com
prontomail.com,Webmail,ProntoMail,prontomail.com
mail.funs.co.uk,ISP,"Proofpoint, Inc",proofpoint.com
mail.stockstorm.com,ISP,"Proofpoint, Inc",proofpoint.com
mail.thingfind.com,ISP,"Proofpoint, Inc",proofpoint.com
prtel.com,ISP,Park Region Telephone,prtel.com
macbox.com,Webmail,prxy Inc,prxy.com
mail-center.com,Webmail,prxy Inc,prxy.com
planet-school.de,ISP,PS-Webhosting,ps-webhosting.de
pstcc.edu,Education,Pellissippi State Community College,pstcc.edu
psu.edu,Education,Penn State-A Public Research University,psu.edu
swbell.net,ISP,Southwestern Bell Internet Services,public.swbell.net
box.punkt.pl,Paid,PI POINT,punkt.pl
puppy.com.my,Webmail,Puppy.com.my,puppy.com.my
purdue.edu,Education,Purdue University,purdue.edu
pymblelc.nsw.edu.au,Education,Pymble Ladies' College,pymblelc.nsw.edu.au
qatar.cmu.edu,Education,Carnegie Mellon University in Qatar,qatar.cmu.edu
mail15.com,Webmail,QIP.ru,qip.ru
mail333.com,Webmail,QIP.ru,qip.ru
qmail.com,Webmail,Qmail.com,qmail.com
qq.com,Webmail,QQMail,qq.com
qub.ac.uk,Education,Queen's University Belfast,qub.ac.uk
queensu.ca,Education,Queen's University,queensu.ca
quickemail.de,Webmail,Quickemail,quickemail.de
qut.edu.au,Education,Queensland University of Technology,qut.edu.au
r7.com,Webmail,R7.com,r7.com
mail.rambler.ru,Webmail,Rambler Internet Holding,rambler.ru
rambler.ru,Webmail,Рамблер,rambler.ru
rasmussen.edu,Education,Rasmussen College,rasmussen.edu
rcn.com,ISP,RCN,rcn.com
erols.com,ISP,RCN Telecom Services,rcn.com
reagan.com,Paid,,reagan.com
us.rediff.com,Webmail,Rediff.com,rediff.com
rediffmailpro.com,Paid,Rediff.com India,rediff.com
rediff.com,Webmail,Rediff.com India,rediff.com
rediffmail.com,Webmail,Rediff.com India,rediff.com
f1mail.rediff.com,Webmail,Rediff.com India Limited,rediff.com
members.rediff.com,Webmail,RediffMail Enterprise,rediff.com
regis.edu,Education,Regis University,regis.edu
riseup.net,Webmail,Riseup,riseup.net
rit.edu,Education,Rochester Institute of Technology,rit.edu
student.riverview.nsw.edu.au,Education,"Saint Ignatius' College, Riverview",riverview.nsw.edu.au
rmcad.edu,Education,Rocky Mountain College of Art + Design,rmcad.edu
rmit.edu.au,Education,RMIT University,rmit.edu.au
student.rmit.edu.au,Education,RMIT University,rmit.edu.au
yahoo.ro,Webmail,Yahoo,ro.yahoo.com
rock.com,Webmail,Rock.com,rock.com
rogers.com,ISP,Rogers Communications,rogers.com
rol.ro,Webmail,Romania Online,rol.ro
reliable-mail.com,Webmail,Roundcube Webmail,roundcube.net
students.rowan.edu,Education,Rowan University,rowan.edu
insight.rr.com,ISP,Time Warner,rr.com
webmail.rulezmail.hu,Webmail,,rulezmail.hu
rbox.co,ISP,Runbox,runbox.com
webmail.runway.com.br,Education,ACADEMIA RUNWAY,runway.com.br
rxpost.net,Webmail,RxPost.net,rxpost.net
ryerson.ca,Education,Ryerson University,ryerson.ca
s-mail.com,Paid,S-Mail,s-mail.com
sacbeemail.com,Webmail,Sacbeemail.com,sacbeemail.com
safat.info,ISP,Khulshi Info Tech,safat.info
safe-mail.net,Webmail,Safe-mail,safe-mail.net
safe-mailbox.com,Webmail,Safe-mailbox.com,safe-mailbox.com
mailclub.fr,Webmail,MailClub,safebrands.com
mailclub.net,Webmail,MailClub,safebrands.com
saic.edu,Education,School of the Art Institute of Chicago,saic.edu
saigonnet.vn,ISP,SPT Corp,saigonnet.vn
lineone.net,ISP,TalkTalk,sales.talktalk.co.uk
tiscali.co.uk,ISP,TalkTalk,sales.talktalk.co.uk
gulls.salisbury.edu,Education,Salisbury University,salisbury.edu
samuiclub.com,ISP,Web Sawadee Public,samuiclub.com
sanook.com,Webmail,Sanook Online,sanook.com
sanriotown.com,Webmail,Sanrio,sanriotown.com
webmail.sapo.pt,Webmail,PT Communications SA,sapo.pt
sapo.pt,Webmail,SAPO,sapo.pt
sasktel.net,ISP,SaskTel,sasktel.net
satx.rr.com,Webmail,Satx.rr.com,satx.rr.com
netti.fi,ISP,Elisa,saunalahti.fi
myspartans.org,Education,The Catholic Community of Mansfield St. Peter's,school.mansfieldstpeters.org
student.scotch.wa.edu.au,Education,Scotch College,scotch.wa.edu.au
scriptilabs.com,ISP,Scriptilabs,scriptilabs.com
scu.edu,Education,Santa Clara University,scu.edu
yahoo.se,Webmail,Yahoo,se.yahoo.com
securenym.com,Paid,securenym.com,
seecs.edu.pk,Education,National University of Science and Technology - School of Electrical Engineering and Computer Science,seecs.nust.edu.pk
sendme.cz,Webmail,Economia,sendme.cz
serga.com.ar,ISP,Serga,serga.net
sermix.com,Webmail,Sermix,sermix.com
server4free.de,ISP,Server4You,server4you.com
online.ru,ISP,Golden Telecom,services.rol.ru
sewanee.edu,Education,Sewanee: The University of the South,sewanee.edu
email.cz,Webmail,Seznam,seznam.cz
email.seznam.cz,Webmail,Seznam,seznam.cz
seznam.cz,Webmail,Seznam.cz,seznam.cz
sfasu.edu,Education,Stephen F Austin State University,sfasu.edu
my.sfcollege.edu,Education,Santa Fe College,sfcollege.edu
sfr.fr,ISP,SFR,sfr.fr
webmail.neuf.fr,ISP,SFR,sfr.fr
flashmail.club-internet.fr,Webmail,SFR,sfr.fr
messagerie-13.sfr.fr,Webmail,SFR Mail,sfr.fr
messagerie.sfr.fr,Webmail,SFR Mail,sfr.fr
sfu.ca,Education,Simon Fraser University,sfu.ca
yahoo.com.cn,Webmail,Yahoo,sg.yahoo.com
sghs.nsw.edu.au,Education,Sydney Girls High School,sghs.nsw.edu.au
sharklasers.com,Disposable,SharkLasers,sharklasers.com
shaw.ca,ISP,Shaw Communications,shaw.ca
webmail.shaw.ca,ISP,Shaw Communications,shaw.ca
she.com,Webmail,She Communications,she.com
shef.ac.uk,Education,The University of Sheffield,shef.ac.uk
ship.edu,Education,Shippensburg University,ship.edu
shoal.net.au,ISP,Shoalnet Fastrac Internet Services,shoal.net.au
shsu.edu,Education,Sam Houston State University,shsu.edu
si.edu,Education,Smithsonian Institute,si.edu
siamnow.net,ISP,Ecommedia,siamnow.net
sibmail.com,Webmail,Sibmail.com,sibmail.com
usa.net,ISP,SilverSky,silversky.com
sina.com,Webmail,Sina Corp,sina.com
sina.com.cn,Webmail,Sina Corp,sina.com
sina.com.hk,Webmail,Sina Corp,sina.com
mail.sina.com.cn,Webmail,SINA Corporation,sina.com.cn
singmail.com,Webmail,SingMail,singmail.com
singnet.com.sg,ISP,SingTel Digital Media,singnet.insing.com
mailbox.sk,Webmail,Singularity,singularity.sk
uol.com.ar,Webmail,SION,sion.com
jcu.edu,Education,John Carrol University,sites.jcu.edu
siu.edu,Education,Southern Illinois University,siu.edu
skema.edu,Education,Skema Business School,skema.edu
skidmore.edu,Education,Skidmore College,skidmore.edu
sky.com,ISP,Sky,sky.com
skyafrica.co.za,ISP,Skyafrica,skyafrica.co.za
slickriffs.co.uk,Webmail,SlickRiffs,slickriffs.co.uk
slingshot.co.nz,ISP,Slingshot,slingshot.co.nz
smartemail.co.uk,Paid,Smartemail,smartemail.co.uk
smc.edu,Education,Santa Monica College,smc.edu
student.smc.edu,Education,Santa Monica College,smc.edu
bluemarble.net,ISP,Smithville Communications,smithville.com
smoove.org,Webmail,SmooveNET,smoove.org
smu.edu,Education,South Methodist University,smu.edu
smude.edu.in,Education,Sikkim Manipal University,smude.edu.in
mail2web.com,Webmail,SoftCom Inc,softcom.com
softhome.net,Webmail,SoftHome,softhome.net
sogetthis.com,Disposable,SoGetThis.com,sogetthis.com
mail.sogou.com,Webmail,Sogou,sogou.com
sogou.com,Webmail,Sogou,sogou.com
sohu.com,Webmail,Sohu,sohu.com
sol.dk,Webmail,SOL.dk,sol.dk
sonic.net,ISP,Sonic.net,sonic.net
sou.edu,Education,South Oregon University,sou.edu
catalunyamail.com,ISP,Parallels Plesk Panel,sp.parallels.com
spam4.me,Disposable,Spam4.me,spam4.me
spamarrest.com,Webmail,Spam Arrest,spamarrest.com
spamcop.net,Webmail,SpamCop.net,spamcop.net
spamex.com,Disposable,Spamex,spamex.com
mail.spbnit.ru,Webmail,Spbnit. Ru,spbnit.ru
speakeasy.net,ISP,Speakeasy,speakeasy.net
speedymail.net,Webmail,SpeedyMail,speedymail.net
spexe.org,Education,St. Peters Church of England Aided School,spexe.org
bip.net,Webmail,Spray,spray.se
spray.net,Webmail,Spray,spray.se
spray.se,Webmail,Spray,spray.se
clear.net,ISP,Sprint,sprint.com
clearwire.com,ISP,Sprint,sprint.com
sprintpcs.com,ISP,Sprint,sprint.com
webmail.zpok.hu,Webmail,The SquirrelMail Project Team,squirrelmail.org
squizzy.de,Disposable,Squizzy.de,squizzy.de
srilankan.net,Disposable,Squizzy.de,squizzy.de
imp.bambouweb.fr,Webmail,OVH.Com,ssl0.ovh.net
live.unc.edu,Education,The University of North Carolina at Chapel Hill,sso.unc.edu
st.ug.edu.gh,Education,University of Ghana,st.ug.edu.gh
stalag13.com,Webmail,Stalag13,stalag13.mail.everyone.net
stanford.edu,Education,Stanford University,stanford.edu
starfleet.com,Webmail,Starfleet Email,starfleet.com
starline.ee,Webmail,Starline Web Services,starline.ee
starmedia.com,Webmail,StarMedia,starmedia.com
starspath.com,Webmail,StarsPath.com,starspath.com
start.no,Webmail,Start.no,start.no
startadsl.hu,ISP,Inda-Labs,startadsl.hu
startmail.com,Paid,Start Mail,startmail.com
stbc.vic.edu.au,Education,St. Brigid's College,stbc.vic.edu.au
stedwards.edu,Education,St. Edwards University,stedwards.edu
stern.nyu.edu,Education,New York University Stern,stern.nyu.edu
stetson.edu,Education,Stetson University,stetson.edu
stfc.ac.uk,Education,Science and Technology Facilities Council,stfc.ac.uk
stonybrook.edu,Education,Stony Brook University,stonybrook.edu
stpeters.sa.edu.au,Education,St Peter’s College,stpeters.sa.edu.au
student.ststephens.wa.edu.au,Education,St. Stephen's School,ststephens.wa.edu.au
student.com,Education,Student.com,student.com
student.sjcny.edu,Education,St. Joseph's College New York,student.sjcny.edu
suddenlink.com,ISP,Suddenlink Communications,suddenlink.com
suddenlink.net,ISP,Suddenlink Communications,suddenlink.com
suffolk.ac.uk,Education,Suffolk New College,suffolk.ac.uk
suffolk.edu,Education,Suffolk University,suffolk.edu
sunpoint.net,Webmail,Sunpoint.net,sunpoint.net
sunumail.sn,Webmail,Sunumail,sunumail.sn
suomi24.fi,Webmail,Suomi24,suomi24.fi
juka.pekk@suomi24.fi,Webmail,Suomi24 Ltd,suomi24.fi
superonline.com,Webmail,Turkcell Superonline,superonline.net
mail.surftec.com,Webmail,Surftec,surftec.com
surimail.com,Webmail,Surimail,surimail.com
surnet.cl,ISP,Telefónica del Sur,surnet.cl
surrey.ac.uk,Education,University of Surrey,surrey.ac.uk
survivormail.com,Webmail,SurvivorMail.com,survivormail.com
sussex.ac.uk,Education,University of Sussex,sussex.ac.uk
sverige.nu,Webmail,Sverige,sverige.nu
sweb.cz,ISP,Sweb.cz,sweb.cz
webmail.sso.bluewin.ch,ISP,Swisscom AG,swisscom.ch
schweiz.org,Webmail,Site Click Internet Services,switzerland.org
suisse.org,Webmail,Site Click Internet Services,switzerland.org
